id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18884584,CENTRAL STUDIO APARTMENT 45QM NEAR MUSEUM DISTRICT,4878026,Nicola,,Schwabing-West,48.15997,11.57318,Entire home/apt,88,1,4,2019-10-09,0.19,1,178
18889713,Ruhige Stadtwohnung im beliebten Schwabing,878854,Katharina,,Schwabing-West,48.17002,11.58009,Private room,46,2,0,,,1,87
18913484,Room near center / Zentrumnahes Zimmer mit WIFI,120179784,Nica,,Feldmoching-Hasenbergl,48.22273,11.56254,Private room,27,6,25,2020-02-29,0.77,1,298
18993405,Schönes ruhiges Zimmer in München,132488312,Tereza,,Hadern,48.12656,11.48199,Private room,38,2,44,2020-07-10,1.08,1,203
19009762,1 möbl. Zimmer in Zentraler Lage,12575663,Markus,,Neuhausen-Nymphenburg,48.15732,11.53697,Private room,150,2,18,2018-06-03,0.44,2,180
19013630,Apartment in Central Munich (Maxvorstadt),132654515,Antonio,,Maxvorstadt,48.15037,11.57388,Entire home/apt,60,3,6,2019-12-02,0.17,1,56
19023468,Sonniges Apartment mit Blick über München,8019825,Kristin,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09007,11.53823,Shared room,53,2,4,2017-08-16,0.10,1,363
19029277,Apartment mitten im Herzen von München,24928539,Abderrahim,,Moosach,48.18258,11.53467,Private room,45,1,1,2017-10-01,0.03,1,87
19030559,"Beautiful, high quality 85qm DG-WHG near a Lake",132088397,Eri,,Feldmoching-Hasenbergl,48.19383,11.54788,Shared room,100,2,9,2018-05-25,0.22,1,0
19032735,Bright and spacious apartment close to center,20154361,Gudrun,,Obergiesing,48.11828,11.58295,Entire home/apt,122,3,26,2020-01-29,0.66,1,8
19071301,Close to center/modern/superclean/welcoming flat,16370178,Cathy,,Laim,48.13964,11.51086,Private room,45,2,54,2020-01-30,1.32,1,54
19097492,Herzlich Willkommen!,92079406,Anett,,Schwabing-Freimann,48.19866,11.62342,Private room,165,1,50,2019-12-22,1.23,2,111
19110022,Oktoberfest directly with Bus in 18 minutes. Quiet,133520546,Susanne,,Schwabing-West,48.16769,11.56009,Entire home/apt,150,3,7,2017-10-06,0.18,1,203
19128049,Cozy Room in Munich-Haidhausen,45443278,Dortje,,Au-Haidhausen,48.12248,11.5895,Private room,51,1,8,2020-03-07,0.26,1,89
19130106,"""THE LITTLE BLUE"" – private room/private bathroom",13084529,Katja,,Laim,48.13864,11.50398,Private room,111,2,39,2020-02-23,0.95,1,179
19187788,Wonderful place in Munich next to the River Isar,35949807,Besss,,Ludwigsvorstadt-Isarvorstadt,48.12025,11.56003,Private room,79,3,9,2019-05-18,0.22,1,0
19203536,Cosy Room by the River,20269572,Christoffer,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10329,11.54976,Private room,47,2,5,2020-02-16,0.13,1,173
19217956,Schönes Zimmer! 15 Minuten bis zur Innenstadt,24617987,Nadja,,Tudering-Riem,48.11519,11.69594,Private room,165,2,2,2019-04-10,0.07,1,178
19233846,Beautiful Apartment in Munich Bogenhausen,134659158,Ahmed,,Bogenhausen,48.16078,11.63069,Entire home/apt,140,7,1,2017-09-05,0.03,1,89
19269536,Cozy living room for the Oktoberfest,45375758,Alberto,,Berg am Laim,48.1187,11.63323,Private room,400,2,5,2019-09-29,0.13,2,365
19300859,Loft with 2 private rooms /  2 Dachgeschosszimmer,135166875,Martin,,Sendling,48.12038,11.53851,Private room,35,2,67,2020-10-18,1.65,1,347
19308448,Cozy private room close to city centre & Messe,45375758,Alberto,,Berg am Laim,48.11861,11.63465,Private room,51,1,11,2020-01-28,0.27,2,87
19322487,Beautiful & clean room in a historical building,7392700,Sascha,,Au-Haidhausen,48.12748,11.59691,Private room,49,1,37,2020-01-29,0.97,1,89
19323065,Room close to the river,4946452,Stefan,,Ludwigsvorstadt-Isarvorstadt,48.12309,11.56591,Private room,150,1,5,2019-09-29,0.13,1,88
19339930,Schöne Wohnung Nähe Marienplatz & Messe,116800974,Alexandra & Marvin,,Altstadt-Lehel,48.13327,11.57311,Entire home/apt,120,2,64,2020-10-11,1.59,1,36
19352637,★★★★Studio (27㎡ (290ft2)),2320870,Robert,,Milbertshofen-Am Hart,48.2026,11.58296,Entire home/apt,39,25,19,2020-08-08,0.47,4,0
19355237,Entire Apartment 10 mins from City Center,6011342,Matt,,Sendling,48.11599,11.53927,Entire home/apt,60,2,30,2020-08-13,0.76,3,23
19356728,Cozy appartment in the heart of Munich,72098210,Christian,,Schwabing-West,48.15957,11.56794,Entire home/apt,178,3,1,2017-09-14,0.03,1,364
19369142,Kleines aber feines Studio,10899368,Angela,,Untergiesing-Harlaching,48.1067,11.57233,Entire home/apt,60,2,6,2019-09-28,0.16,1,34
19395357,Charmante Wohnung zw. Giesing und Haidhausen,58693995,Sabine,,Ramersdorf-Perlach,48.11573,11.60176,Entire home/apt,65,1,47,2020-08-17,1.25,1,364
19397011,!Cozy luxury Schwabing central long terms welcome!,3310268,Lalo,,Schwabing-Freimann,48.17905,11.59558,Private room,35,1,55,2020-10-05,1.36,2,357
19407836,Tolle Wohnung direkt am Olympiapark,7510296,Kerstin,,Neuhausen-Nymphenburg,48.1635,11.54657,Entire home/apt,48,2,3,2018-12-09,0.12,1,24
19466278,Lovely little Apartment - central located.,124095757,Myriam,,Maxvorstadt,48.14936,11.57824,Entire home/apt,100,1,13,2018-09-28,0.32,1,30
19466942,"Cozy, spacious apartment in the heart of Munich.",5158218,Joy Hayat,,Au-Haidhausen,48.1292,11.59491,Entire home/apt,130,2,43,2020-01-14,1.06,1,0
19468520,Bright private room in Schwabing / Maxvorstadt,916825,Daniel,,Maxvorstadt,48.15315,11.56432,Private room,60,1,2,2018-06-13,0.07,1,89
19493738,Traumhaftes Zimmer zentral Nähe Marienplatz,53299900,Grit,,Obergiesing,48.11412,11.58292,Private room,110,1,17,2019-05-18,0.42,2,90
19494188,Lovely flat with 2 rooms in central location,10040097,Eva,,Schwabing-West,48.15957,11.56408,Entire home/apt,70,4,5,2019-08-09,0.17,1,298
19497611,Quiet private room in house with garden,136888493,Julia,,Tudering-Riem,48.10645,11.70294,Private room,45,2,9,2020-01-16,0.23,1,89
19514142,Exclusives TOP LEVEL Apartment in München,2266917,Verena,,Sendling-Westpark,48.11806,11.52417,Entire home/apt,68,30,2,2019-11-30,0.06,21,365
19517870,Move in and Enjoy! 206,51557252,Bavaria Boardinghouse,,Ludwigsvorstadt-Isarvorstadt,48.12676,11.55326,Entire home/apt,65,1,91,2020-08-24,2.26,18,16
19521157,"Nice Room, only 5 minutes from Oktoberfest",126479843,Julia,,Ludwigsvorstadt-Isarvorstadt,48.12872,11.55819,Private room,200,2,2,2019-09-29,0.05,2,298
19559685,Modern Loft-Apartment with ♥ & design furniture,127489266,EasyStreet,,Ramersdorf-Perlach,48.09738,11.64649,Entire home/apt,75,1,152,2020-10-11,3.85,9,361
19563038,Private Room 7 min to downtown - Female Only.,68904864,Olga,,Ramersdorf-Perlach,48.11995,11.61742,Private room,35,8,10,2019-05-17,0.29,3,178
19570940,Großes Zimmer am Ostbahnhof,31711222,Ben,,Au-Haidhausen,48.12963,11.60374,Private room,40,3,2,2018-01-06,0.05,4,364
19571425,quiet room close to Ostbahnhof: East train station,31711222,Ben,,Au-Haidhausen,48.12963,11.60374,Private room,50,3,7,2019-10-01,0.21,4,365
19571799,Zimmer mit Balkon am Ostbahnhof,31711222,Ben,,Au-Haidhausen,48.12963,11.60374,Private room,35,3,1,2019-10-23,0.08,4,364
19585045,※ Modern flat ※  2-Rooms ※ 10 Min to Trade Fair※,7901771,Thomas,,Berg am Laim,48.1273,11.64846,Entire home/apt,99,177,29,2019-10-15,0.74,13,364
19591048,Comfortable room for two,22873155,Eva,,Allach-Untermenzing,48.19808,11.46623,Private room,68,1,12,2019-10-06,0.31,1,180
19596482,Loft-Apartment ***direct Subway to City Center***,127489266,EasyStreet,,Ramersdorf-Perlach,48.09738,11.64649,Entire home/apt,77,1,153,2020-10-25,3.99,9,358
19632064,Double bedroom with a private bathroom in Munich,26259548,Karolina,,Obergiesing,48.11098,11.58463,Private room,150,1,6,2019-09-30,0.22,1,363
19639182,3 BR Luxurious Apt near Octoberfest,10012217,Max,,Au-Haidhausen,48.12025,11.57847,Entire home/apt,1450,3,12,2019-09-24,0.32,1,365
19651396,Nähe Westpark - idyllisch - U6 Westpark 500 m,138327989,Thorsten,,Sendling-Westpark,48.11613,11.50872,Private room,45,1,2,2019-09-23,0.14,1,23
19653933,Zimmer für Wiesn-Mitarbeiterin/-innen,120909589,Bianka,,Moosach,48.18066,11.49138,Private room,59,17,0,,,1,173
19666344,Nice room ideal for 4 guests next to Oktoberfest,8897877,Lorand,,Ludwigsvorstadt-Isarvorstadt,48.13581,11.557,Private room,145,2,20,2019-10-04,0.50,3,180
19675923,"Lehel Höfe, München City",77931049,Edith,,Altstadt-Lehel,48.14284,11.5911,Entire home/apt,90,180,0,,,1,180
19685568,Ruhige 2 Zimmer Wohnung in Isarnähe (Thalkirchen),138662079,Martin,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09244,11.53798,Entire home/apt,49,6,0,,,1,178
19706497,Großes helles Zimmer mit  Balkon,91176536,Christine,,Obergiesing,48.10457,11.5944,Private room,35,3,2,2020-01-06,0.17,2,87
19707407,Helles ruhiges Zimmer citynah zu vermieten,91176536,Christine,,Obergiesing,48.10477,11.59304,Private room,25,3,6,2020-10-01,0.42,2,126
19715030,"Nice, little room in Sendling",12232196,Christa,,Sendling-Westpark,48.11889,11.53158,Private room,37,3,58,2019-11-22,1.51,1,55
19718325,Stylish Flat in Munich Centre,83239190,Valerie,,Maxvorstadt,48.15137,11.57071,Entire home/apt,133,2,8,2020-09-19,0.20,1,50
19731666,"Zimmer 20 qm mit 2 Betten .Kühlschrank,Waserkocher",139108308,Beata,,Milbertshofen-Am Hart,48.18822,11.55931,Private room,56,1,101,2020-01-01,2.51,1,178
19734797,Wg Zimmer zentral in München,133046278,Magdalena,,Au-Haidhausen,48.12595,11.59783,Private room,30,30,2,2017-07-30,0.05,1,360
19744591,1 Zimmer/81qm Wohnung mit Terasse Oktoberfest nah,139256216,Markus,,Neuhausen-Nymphenburg,48.14605,11.51661,Private room,53,1,34,2020-01-10,0.85,1,166
19766178,Great 1 room studio! Address registration possible,3654105,Nico,,Ludwigsvorstadt-Isarvorstadt,48.13491,11.56227,Entire home/apt,50,30,0,,,1,241
19772510,Gemütliches 3 Zimmer Apartment in top City Lage,139577527,City Aparthotel,,Ludwigsvorstadt-Isarvorstadt,48.13518,11.56335,Entire home/apt,221,1,30,2020-10-04,0.79,10,324
19772622,New: Design-Apartment (perfect subway connection),127489266,EasyStreet,,Ramersdorf-Perlach,48.09738,11.64649,Entire home/apt,73,1,147,2020-10-18,3.75,9,0
19773422,Nur zum Oktoberfest! kl.2-Raum  Whg. in Harlaching,139584253,Helga,,Untergiesing-Harlaching,48.08689,11.55993,Entire home/apt,125,3,9,2019-10-06,0.24,1,362
19780156,Nice and quiet appartment - 20 min to Bauma,120881478,Johannes,,Untergiesing-Harlaching,48.10991,11.57731,Entire home/apt,59,1,8,2019-04-16,0.20,1,86
19782449,Triple room，close to main railway station,31060785,Mr.Zh..,,Ludwigsvorstadt-Isarvorstadt,48.13792,11.56077,Private room,29,1,128,2020-08-11,3.21,10,84
19787140,In Schwabing,84018823,Markus,,Schwabing-West,48.16053,11.57112,Entire home/apt,89,2,35,2020-03-08,0.90,1,71
19792281,Gemütliches 4-Zimmer-Apartment in top City Lage,139577527,City Aparthotel,,Ludwigsvorstadt-Isarvorstadt,48.13714,11.56397,Entire home/apt,243,2,83,2020-10-11,2.14,10,326
19803119,Two room apartment with lovely kitchen and balcony,19860137,Daniel,,Neuhausen-Nymphenburg,48.16459,11.53502,Entire home/apt,65,21,9,2018-06-07,0.23,1,47
19807338,Cosy room in Schwabing Mitte - Free breakfast,24866405,Vincenzo,,Schwabing-West,48.16105,11.57797,Private room,120,1,6,2019-09-29,0.16,1,364
19825724,Gemütliches Zimmer in Toplage am Josephsplatz,41357552,Ina&Nico,,Schwabing-West,48.15724,11.56842,Private room,36,2,186,2020-10-09,4.66,1,171
19861076,Große Wohnung im Glockenbachviertel,45873165,Christian,,Ludwigsvorstadt-Isarvorstadt,48.12467,11.56703,Entire home/apt,150,5,2,2018-08-25,0.07,1,23
19869839,Nice room in house with garden for 1-2 guests,12859918,Julius,,Neuhausen-Nymphenburg,48.16477,11.51931,Private room,67,2,15,2019-04-11,0.40,1,4
19887803,Stylish 4 bedroom apartment close to Marienplatz,124566476,Ramez,,Ludwigsvorstadt-Isarvorstadt,48.13591,11.5609,Entire home/apt,382,2,126,2020-10-03,3.34,4,266
19888329,A nice place to stay,129429195,Gabriela,,Moosach,48.17999,11.49024,Private room,90,1,18,2019-10-07,0.45,1,365
19889205,A cozy place we call home,24870226,Carmen,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10151,11.52074,Entire home/apt,63,2,34,2020-01-06,0.91,1,5
19890943,Oktoberfest Zeit ❤️❤️❤️,91595585,Hedi+Ahlem,,Moosach,48.18742,11.52773,Shared room,55,1,10,2019-10-05,0.27,8,365
19915921,"Beautiful 2,5 room apartment in Munich Haidhausen",141072117,Elisabeth,,Au-Haidhausen,48.13096,11.60488,Entire home/apt,87,4,27,2019-06-24,0.68,1,70
19957193,Sonnige 2-Zimmer-Wohnung in München-Bogenhausen,10118221,Maja,,Au-Haidhausen,48.1382,11.61409,Entire home/apt,69,13,2,2020-01-03,0.07,1,41
19957711,Bright modern clean 4 room apartment Munich West,77103357,Katrin,,Aubing-Lochhausen-Langwied,48.17502,11.405,Entire home/apt,199,4,11,2020-08-30,0.29,1,320
19960140,2 Zimmerwohnung mit Berlin–Flair,141505198,Karl,,Obergiesing,48.11269,11.57771,Entire home/apt,27,60,2,2019-11-17,0.06,1,15
19981675,Sommer in München für zwei 1,141720292,Bettina,,Obergiesing,48.11636,11.58079,Private room,50,2,108,2020-03-15,2.81,2,0
19984187,Private room in the center of Munich,96203304,Ibo,,Schwabing-Freimann,48.16247,11.58342,Private room,69,1,57,2020-09-20,1.53,2,77
19998084,Nice room in central Munich,141205952,Matthias,,Au-Haidhausen,48.12795,11.59955,Private room,50,20,4,2020-09-30,0.11,1,364
20003673,Dachgeschosswohnung: 10 min. zum Oktoberfest,51733546,Angela,,Maxvorstadt,48.14774,11.57601,Entire home/apt,380,4,2,2019-10-05,0.05,1,178
20005064,Home away from home,141838839,Marianne,,Bogenhausen,48.15072,11.62509,Private room,44,2,104,2020-08-24,2.64,1,359
20005531,NICE ROOM,43091093,Biniyam,,Neuhausen-Nymphenburg,48.14645,11.53138,Private room,40,1,76,2020-01-27,1.96,2,361
20011036,Gemütliche Wohnung in Schwabing,20033722,Lena,,Schwabing-West,48.17407,11.57371,Entire home/apt,55,2,42,2020-08-22,1.06,1,129
20013451,Design-Wohnung in Bogenhausen U-Bahn,142079917,Jana,,Bogenhausen,48.13847,11.6135,Entire home/apt,110,2,57,2020-08-19,1.45,1,212
20020824,"100m² apartment Munich-Schwabing, balcony, 2 cats",48411779,Yara,,Schwabing-West,48.15678,11.5787,Entire home/apt,240,7,3,2019-08-04,0.11,1,365
20049843,Beautiful room for up to 4 people near Oktoberfest,8897877,Lorand,,Ludwigsvorstadt-Isarvorstadt,48.13565,11.5562,Private room,85,1,33,2020-08-09,0.88,3,364
20060079,Beautiful Designer Roof-Terrace-Apartment *****,42411202,Saskia,,Neuhausen-Nymphenburg,48.15707,11.53397,Entire home/apt,80,14,2,2019-08-16,0.12,1,177
20127276,"Cosy room close to BMW, Olympiapark and U2",21560619,* Stephan And Giovanna,,Milbertshofen-Am Hart,48.17868,11.57078,Private room,65,1,10,2018-10-24,0.26,1,89
20128500,2-room-appartment next to the trade fair munich,75174092,Alex,,Tudering-Riem,48.1112,11.68187,Entire home/apt,70,2,23,2019-12-18,0.64,1,2
20130583,"Home sweet Home, nice apartment  in Munich",9526461,Alexandru,,Milbertshofen-Am Hart,48.2044,11.5721,Entire home/apt,220,3,6,2020-01-03,0.16,2,365
20135528,Helle 1-Zimmer Wohnung | stadtnah & ruhig,30370229,Ines,,Milbertshofen-Am Hart,48.1904,11.5796,Entire home/apt,100,1,2,2018-09-30,0.08,2,89
20149223,"Englischer Garten, Zentrum, Universität.",28043775,Scharon,,Maxvorstadt,48.14632,11.58172,Entire home/apt,70,4,22,2020-10-04,1.22,1,96
20150850,Room in Munich West w/City & Airport Connections,29647193,Elle,,Pasing-Obermenzing,48.14601,11.47001,Private room,29,1,58,2019-12-16,1.48,1,267
20187637,*NEW* Luxurious apartment in heart of Munich,26201058,Laura,,Altstadt-Lehel,48.13587,11.57075,Private room,195,1,0,,,4,364
20217407,Apartment Edi designed by Matteo Thun,51557252,Bavaria Boardinghouse,,Ludwigsvorstadt-Isarvorstadt,48.12663,11.55317,Private room,226,1,32,2020-01-06,0.82,18,166
20218995,"Wohnung m. Waldblick 70qm, Messe München 5km 12min",24405266,Ferhat,,Ramersdorf-Perlach,48.09815,11.66147,Entire home/apt,150,4,16,2020-01-31,0.43,1,365
20238095,Moderne Wohnung nahe Friedensengel/Engl. Garten,40292695,Elli,,Bogenhausen,48.14356,11.60385,Entire home/apt,99,2,7,2018-09-30,0.19,1,17
20242525,Next to the Oktoberfest,47053730,Jan,,Ludwigsvorstadt-Isarvorstadt,48.13021,11.55672,Private room,150,1,11,2019-10-05,0.28,1,179
20259187,Exklusive Design-2 Zi-Wohnung in der Maxvorstadt,153287069,Dunja,,Maxvorstadt,48.15718,11.56156,Entire home/apt,98,2,188,2020-10-17,4.90,1,349
20259367,Oktoberfest - to let a room for 2 people,144394895,Alfred,,Schwabing-West,48.16101,11.56835,Private room,90,2,7,2018-10-08,0.19,1,86
20261020,Spacious bedroom in central location,23344430,Rebecca,,Schwabing-West,48.15891,11.57434,Private room,250,2,0,,,1,89
20275541,Charmantes Zimmer im Herzen Münchens,39249993,Katalin,,Altstadt-Lehel,48.14471,11.59587,Private room,90,1,49,2020-02-06,1.29,1,362
20280280,Großzügige Wohnung für Familien,142070351,Luise,,Ludwigsvorstadt-Isarvorstadt,48.12831,11.57576,Entire home/apt,186,3,105,2020-09-29,2.79,1,154
20280748,Beautiful Room in Downtown Munich - Schwabing,3988442,Julia,,Schwabing-West,48.16025,11.57464,Private room,84,1,8,2019-10-09,0.21,1,90
20292136,Stylish & cosy apartment in the heart of Munich,144748014,Yassin,,Maxvorstadt,48.15289,11.56855,Entire home/apt,75,1,14,2020-04-02,0.37,1,289
20301151,Penthouse Laim- close to Oktoberfest!,144803440,Malte,,Hadern,48.12638,11.48411,Private room,150,1,1,2018-05-16,0.03,1,88
20302705,"Central, next to the river",144809589,Ema,,Obergiesing,48.11744,11.58022,Entire home/apt,132,1,10,2019-12-15,0.40,1,89
20304994,Modern apartement close to Oktoberfest/city center,41482289,Monika,,Obergiesing,48.11591,11.59223,Entire home/apt,180,1,16,2020-08-16,0.54,2,304
20305661,Room in a shared house near munich city center,104997064,Gerd,,Ramersdorf-Perlach,48.10948,11.62194,Private room,41,3,20,2020-03-03,0.53,5,54
20324946,guest room olympic park perfect to the Oktoberfest,40607851,Annika & Sebastian,,Milbertshofen-Am Hart,48.18404,11.55139,Private room,50,1,11,2018-10-11,0.29,1,179
20325098,Ganze Wohnung Zentral Isarnähe TOP Lage Tierpark,19465596,Josef,,Sendling,48.109,11.55193,Entire home/apt,174,1,23,2019-10-05,0.61,1,88
20357534,Comfortable 17sqm Room,122317942,Pia,,Neuhausen-Nymphenburg,48.1455,11.53285,Private room,43,21,18,2020-09-27,0.56,1,23
20361584,***** EXCELLENT Rustic SPA App @ Arabellapark ICM,43366149,Esta,,Bogenhausen,48.15885,11.64068,Entire home/apt,175,2,101,2020-07-20,2.68,2,164
20368872,Künstleroase,144310257,Michaela,,Neuhausen-Nymphenburg,48.15224,11.53124,Private room,50,1,23,2020-03-10,0.59,1,90
20374112,lovely Home // 1 Room,43332534,Josua,,Au-Haidhausen,48.12714,11.59639,Private room,420,3,3,2019-09-30,0.12,1,362
20378141,Helles Zimmer mit Bad - Münchner Westen,9331760,Lisa-Marie,,Aubing-Lochhausen-Langwied,48.17533,11.38656,Private room,60,2,15,2019-10-01,0.38,1,44
20409458,Gemutliches Studio mit bester MVV Anbindung,30466212,Veronika,,Moosach,48.17977,11.51625,Entire home/apt,115,2,1,2019-10-05,0.08,1,89
20428844,Schönes Zimmer in München,130362875,Margarethe,,Bogenhausen,48.1671,11.65957,Private room,150,2,1,2017-09-14,0.03,1,89
20436995,Cozy flat for your journey,42199577,Vladan,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.1001,11.53828,Entire home/apt,160,6,10,2018-10-07,0.26,1,73
20443908,"kleines, helles, sehr zentral gelegenes Studio",20318043,Selina,,Ludwigsvorstadt-Isarvorstadt,48.12617,11.56224,Entire home/apt,200,2,1,2019-04-14,0.05,1,87
20452697,Nice Room in Munich West,34726888,Christiane,,Laim,48.13954,11.52122,Private room,39,2,16,2020-08-30,0.43,1,89
20462891,Exclusive Designer LOFT in Munich Schwabing,7150934,Mike,,Schwabing-West,48.16117,11.56869,Entire home/apt,284,1,3,2019-10-06,0.16,2,363
20465545,Cozy room in Munich!,90620327,Christian,,Untergiesing-Harlaching,48.10754,11.56547,Private room,100,1,7,2019-10-08,0.19,1,89
20491739,Tolle Dachgeschoßwohnung in Maxvorstadt,8031978,Rene,,Maxvorstadt,48.1527,11.55592,Entire home/apt,150,3,16,2019-10-08,0.42,1,32
20498891,Small room in cozy shared house near munich center,104997064,Gerd,,Ramersdorf-Perlach,48.10902,11.62211,Private room,35,3,20,2019-11-19,0.53,5,40
20499310,Private room in the center of Munich,96203304,Ibo,,Schwabing-Freimann,48.16183,11.58421,Private room,50,1,4,2020-08-18,0.40,2,66
20499843,Theresien-/Schwanthalerhöhe-Zentrum für 2-3 Pers.,8790599,Veronika,,Ludwigsvorstadt-Isarvorstadt,48.13556,11.55029,Entire home/apt,120,7,10,2019-10-05,0.27,1,311
20510504,Appartment - munich Center,41737282,David,,Ludwigsvorstadt-Isarvorstadt,48.1264,11.55654,Entire home/apt,67,10,4,2018-10-06,0.11,1,0
20515992,Beautiful private room in best Munich location,6178189,Sina,,Ludwigsvorstadt-Isarvorstadt,48.12968,11.57193,Entire home/apt,150,1,3,2019-04-12,0.10,1,364
20517841,15 min to Oktoberfest ! beautiful big 3/4 beds  !,1062025,Christoph,,Schwabing-West,48.15939,11.56713,Entire home/apt,180,4,8,2019-10-05,0.21,1,16
20523529,Zentrales und tolles Zimmer in Schwabing,18682257,Cinda,,Schwabing-Freimann,48.16442,11.59433,Private room,100,10,6,2019-04-14,0.16,1,83
20528990,Geräumige Zweizimmerwohnung mit Wintergarten,49040918,Daniel,,Pasing-Obermenzing,48.14335,11.46167,Entire home/apt,70,2,12,2019-05-16,0.32,1,355
20532825,Fully furnished flat in the heart of Munich,5782156,Nina,,Ludwigsvorstadt-Isarvorstadt,48.12567,11.56345,Entire home/apt,199,180,34,2018-09-25,0.91,1,270
20540459,Luxury apartment near Oktoberfest and Nymphenburg,146663713,Maximilian,,Laim,48.14407,11.49799,Entire home/apt,109,3,12,2019-10-06,0.32,1,275
20546949,Munich Apartment - 12 min to Oktoberfest,12651183,Maximilian,,Maxvorstadt,48.14851,11.57709,Private room,56,1,4,2018-09-30,0.11,1,0
20548037,PM-Rooms : Cozy hostel in Munich,1013466,PM-Rooms,,Laim,48.14068,11.51833,Private room,60,2,6,2018-09-30,0.16,8,346
20563784,"Stylish, spacious and in the heart of the city",20302659,Maja,,Schwanthalerhöhe,48.13819,11.5446,Private room,36,1,29,2020-10-09,0.77,1,48
20569307,Noble 3 room apartment with Biedermeier furniture,146919321,Nikolaus,,Pasing-Obermenzing,48.15761,11.4453,Entire home/apt,130,2,8,2019-10-05,0.21,1,179
20569592,"2 Zimmer Thalkirchen, Zoo, Nähe Oktoberfest",98401430,Christian,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10358,11.54191,Entire home/apt,64,4,17,2020-01-03,0.45,1,21
20570418,Beautiful rooftop studioroom,971795,Margaux,,Milbertshofen-Am Hart,48.17994,11.57983,Private room,40,3,1,2019-08-30,0.07,2,82
20582114,2 Zimmer Wohnung *direkt an der ISAR* CITY CENTRE,41121624,Vivian,,Ludwigsvorstadt-Isarvorstadt,48.12698,11.57117,Entire home/apt,65,1,0,,,1,35
20582603,International family welcomes you!,3681525,Patrick & Andressa,,Tudering-Riem,48.12982,11.69612,Private room,55,1,54,2020-02-23,1.42,1,113
20587595,Klein aber oho,16167156,Monika,,Ramersdorf-Perlach,48.10304,11.62196,Private room,20,1,100,2020-10-11,2.67,6,0
20602858,"",147235098,Balazs,,Schwabing-Freimann,48.16183,11.58475,Shared room,200,1,0,,,1,90
20604742,Light room / near Munich center / Netflix,104997064,Gerd,,Ramersdorf-Perlach,48.10906,11.62149,Private room,40,1,182,2020-09-07,4.79,5,80
20609066,Cosy Room* Heart of Munich*,83639497,Carolina,,Neuhausen-Nymphenburg,48.14849,11.52596,Private room,88,1,1,2017-09-24,0.03,1,89
20610100,Cosy apartment in the heart of Munich,12822195,Dragan,,Ludwigsvorstadt-Isarvorstadt,48.12852,11.55616,Entire home/apt,250,3,2,2018-05-01,0.06,1,88
20620578,Lofty One-Room-Apartment at the heart of Munich.,47917897,Andreas,,Ludwigsvorstadt-Isarvorstadt,48.13246,11.58139,Entire home/apt,100,3,11,2019-12-02,0.29,1,178
20630730,Zentrales Zimmer im beliebten Münchener Stadtteil,147495063,Maria,,Sendling,48.12428,11.54091,Private room,35,2,35,2020-10-04,0.93,1,168
20643206,Preiswertes Zimmer im Untergeschoss,7567345,Petra,,Milbertshofen-Am Hart,48.20468,11.57576,Private room,34,1,32,2019-10-10,0.84,2,353
20643977,"Oktoberfest Room, 10 min to Oktoberfest!",18681175,Marcos,,Laim,48.13111,11.50801,Private room,150,1,2,2017-10-01,0.05,1,88
20646122,Schönes  Zimmer nähe Oktoberfest,12695222,Ben,,Altstadt-Lehel,48.1403,11.59018,Private room,126,2,0,,,1,0
20650380,Traum-Unterkunft in Münchens schönstem Viertel,3989830,Patrizia,,Au-Haidhausen,48.12988,11.60188,Entire home/apt,115,2,6,2019-04-11,0.20,1,59
20659852,Cosy Studio Room in the Heart of Munich Schwabing,147768710,Johannes And Thomas And Felix,,Schwabing-Freimann,48.16013,11.58554,Private room,75,1,1,2019-10-05,0.08,1,90
20661965,Gemütliches 90 qm Apartment mit Terrasse,90307173,Thomas,,Ramersdorf-Perlach,48.11535,11.62514,Entire home/apt,350,3,1,2018-09-30,0.04,1,180
20663945,Schlafplatz Marieplatz & Universität Student,147811060,Fabi,,Maxvorstadt,48.1507,11.57695,Private room,43,6,18,2019-10-16,0.47,1,29
20669609,Modern and comfy apartment,144912539,Marco,,Laim,48.14339,11.50765,Entire home/apt,72,2,44,2020-08-31,1.18,1,36
20674342,Perfect stylish apartment close Viktualienmarkt,39810252,Christina,,Altstadt-Lehel,48.13478,11.57654,Entire home/apt,100,3,8,2018-09-27,0.21,1,0
20675391,Central and modern apartment 10 min to Oktoberfest,7932729,Markus,,Neuhausen-Nymphenburg,48.15602,11.53861,Entire home/apt,300,4,5,2019-12-20,0.20,1,363
20676005,Zimmer in München  nähe Olympiaeinkaufszentrum,58452029,Axel,,Moosach,48.181,11.52356,Private room,30,3,3,2018-10-20,0.08,1,359
20685202,Bright Modern apartment close to Marienplatz,124566476,Ramez,,Ludwigsvorstadt-Isarvorstadt,48.13591,11.5609,Entire home/apt,111,2,143,2020-10-11,3.77,4,303
